province,alert_date,alert_type,lead_time_days
pichincha,1997-12-06,Precipitación extrema,40
pichincha,1997-11-23,Precipitación extrema,26
pichincha,1997-12-08,Precipitación extrema,39
pichincha,1997-12-10,Precipitación extrema,39
pichincha,1997-12-14,Precipitación extrema,41
pichincha,1997-12-15,Precipitación extrema,41
pichincha,1997-12-03,Precipitación extrema,28
pichincha,1997-12-05,Precipitación extrema,28
pichincha,1997-12-06,Precipitación extrema,28
pichincha,1997-12-07,Precipitación extrema,28
pichincha,1997-12-10,Precipitación extrema,28
pichincha,1997-12-17,Precipitación extrema,28
pichincha,1998-01-05,Precipitación extrema,43
pichincha,1998-01-06,Precipitación extrema,43
pichincha,1997-12-31,Precipitación extrema,29
pichincha,1998-02-03,Precipitación extrema,58
pichincha,1998-01-25,Precipitación extrema,43
pichincha,1998-02-11,Precipitación extrema,56
pichincha,1998-02-18,Precipitación extrema,58
pichincha,1998-02-21,Precipitación extrema,58
pichincha,1998-01-19,Precipitación extrema,13
pichincha,1998-01-29,Precipitación extrema,22
pichincha,1998-02-08,Precipitación extrema,27
pichincha,1998-03-31,Precipitación extrema,52
pichincha,1998-04-01,Precipitación extrema,52
pichincha,1998-03-13,Precipitación extrema,32
pichincha,1998-02-20,Precipitación extrema,0
pichincha,1998-04-01,Precipitación extrema,39
pichincha,1998-04-08,Precipitación extrema,43
pichincha,1998-04-15,Precipitación extrema,43
pichincha,1998-03-23,Precipitación extrema,13
pichincha,1998-03-30,Precipitación extrema,13
manabi,1991-06-09,Calor extremo,39
manabi,1991-07-26,Calor extremo,46
manabi,1991-07-31,Calor extremo,45
manabi,1991-08-02,Calor extremo,46
manabi,1991-08-04,Calor extremo,47
manabi,1991-08-04,Calor extremo,46
manabi,1991-08-05,Calor extremo,46
manabi,1991-08-17,Calor extremo,46
manabi,1991-08-26,Calor extremo,43
manabi,1991-08-27,Calor extremo,43
manabi,1991-11-22,Calor extremo,6
manabi,1991-11-25,Calor extremo,6
manabi,1991-11-26,Calor extremo,6
manabi,1991-11-27,Calor extremo,6
manabi,1991-12-14,Calor extremo,18
manabi,1991-12-15,Calor extremo,18
manabi,1991-12-05,Calor extremo,6
manabi,1992-01-18,Calor extremo,46
manabi,1992-01-19,Calor extremo,46
manabi,1992-01-22,Calor extremo,46
manabi,1991-12-24,Calor extremo,16
manabi,1992-01-24,Calor extremo,46
manabi,1992-04-01,Calor extremo,48
manabi,1992-02-14,Calor extremo,0
manabi,1992-07-10,Calor extremo,53
manabi,1992-06-14,Calor extremo,20
manabi,1993-07-07,Calor extremo,36
manabi,1994-12-04,Calor extremo,34
manabi,1994-11-21,Calor extremo,7
manabi,1994-11-23,Calor extremo,6
manabi,1994-11-25,Calor extremo,7
manabi,1994-11-25,Calor extremo,6
manabi,1994-11-26,Calor extremo,6
manabi,1994-12-26,Calor extremo,35
manabi,1994-12-20,Calor extremo,28
manabi,1994-12-21,Calor extremo,28
manabi,1994-12-21,Calor extremo,27
manabi,1995-01-17,Calor extremo,52
manabi,1995-01-05,Calor extremo,37
manabi,1995-01-06,Calor extremo,37
manabi,1995-01-07,Calor extremo,37
manabi,1995-01-08,Calor extremo,37
manabi,1995-01-11,Calor extremo,37
manabi,1995-01-17,Calor extremo,36
manabi,1995-06-05,Calor extremo,47
manabi,1997-06-04,Calor extremo,8
manabi,1997-06-09,Calor extremo,7
manabi,1997-06-10,Calor extremo,4
manabi,1997-06-13,Calor extremo,5
manabi,1997-07-01,Calor extremo,22
manabi,1997-06-13,Calor extremo,3
manabi,1997-06-14,Calor extremo,3
manabi,1997-07-04,Calor extremo,21
manabi,1997-06-30,Calor extremo,9
manabi,1997-07-01,Calor extremo,9
manabi,1997-07-02,Calor extremo,9
manabi,1997-07-29,Calor extremo,35
manabi,1997-07-12,Calor extremo,17
manabi,1997-07-13,Calor extremo,17
manabi,1997-07-14,Calor extremo,17
manabi,1997-07-15,Calor extremo,17
manabi,1997-07-16,Calor extremo,17
manabi,1997-08-13,Calor extremo,44
manabi,1997-07-19,Calor extremo,17
manabi,1997-08-07,Calor extremo,35
manabi,1997-07-13,Calor extremo,9
manabi,1997-07-14,Calor extremo,9
manabi,1997-08-09,Calor extremo,34
manabi,1997-08-10,Calor extremo,34
manabi,1997-08-23,Calor extremo,44
manabi,1997-08-24,Calor extremo,44
manabi,1997-08-25,Calor extremo,44
manabi,1997-08-26,Calor extremo,44
manabi,1997-08-27,Calor extremo,44
manabi,1997-08-28,Calor extremo,44
manabi,1997-08-29,Calor extremo,44
manabi,1997-08-30,Calor extremo,44
manabi,1997-08-26,Calor extremo,39
manabi,1997-08-29,Calor extremo,41
manabi,1997-08-30,Calor extremo,41
manabi,1997-08-31,Calor extremo,41
manabi,1997-09-01,Calor extremo,41
manabi,1997-09-02,Calor extremo,41
manabi,1997-08-13,Calor extremo,20
manabi,1997-09-04,Calor extremo,41
manabi,1997-09-05,Calor extremo,41
manabi,1997-09-05,Calor extremo,40
manabi,1997-09-06,Calor extremo,40
manabi,1997-09-07,Calor extremo,40
manabi,1997-09-08,Calor extremo,40
manabi,1997-09-09,Calor extremo,40
manabi,1997-09-10,Calor extremo,40
manabi,1997-09-11,Calor extremo,40
manabi,1997-09-12,Calor extremo,40
manabi,1997-09-20,Calor extremo,47
manabi,1997-09-21,Calor extremo,47
manabi,1997-09-23,Calor extremo,48
manabi,1997-09-24,Calor extremo,48
manabi,1997-09-25,Calor extremo,48
manabi,1997-08-30,Calor extremo,21
manabi,1997-08-31,Calor extremo,21
manabi,1997-09-17,Calor extremo,37
manabi,1997-09-03,Calor extremo,22
manabi,1997-08-19,Calor extremo,6
manabi,1997-08-20,Calor extremo,6
manabi,1997-08-21,Calor extremo,6
manabi,1997-08-22,Calor extremo,6
manabi,1997-08-23,Calor extremo,6
manabi,1997-09-03,Calor extremo,16
manabi,1997-09-04,Calor extremo,16
manabi,1997-09-05,Calor extremo,16
manabi,1997-09-07,Calor extremo,17
manabi,1997-10-14,Calor extremo,53
manabi,1997-10-15,Calor extremo,53
manabi,1997-10-16,Calor extremo,53
manabi,1997-10-06,Calor extremo,42
manabi,1997-10-18,Calor extremo,53
manabi,1997-10-18,Calor extremo,52
manabi,1997-10-24,Calor extremo,57
manabi,1997-10-25,Calor extremo,57
manabi,1997-10-26,Calor extremo,57
manabi,1997-10-29,Calor extremo,59
manabi,1997-10-23,Calor extremo,52
manabi,1997-09-07,Calor extremo,5
manabi,1997-09-08,Calor extremo,5
manabi,1997-09-09,Calor extremo,5
manabi,1997-10-27,Calor extremo,52
manabi,1997-10-28,Calor extremo,52
manabi,1997-10-09,Calor extremo,32
manabi,1997-10-30,Calor extremo,52
manabi,1997-10-31,Calor extremo,52
manabi,1997-11-01,Calor extremo,52
manabi,1997-11-02,Calor extremo,52
manabi,1997-11-03,Calor extremo,52
manabi,1997-09-20,Calor extremo,7
manabi,1997-10-20,Calor extremo,36
manabi,1997-10-21,Calor extremo,36
manabi,1997-11-09,Calor extremo,54
manabi,1997-11-02,Calor extremo,46
manabi,1997-11-03,Calor extremo,46
manabi,1997-11-04,Calor extremo,46
manabi,1997-11-06,Calor extremo,47
manabi,1997-11-06,Calor extremo,46
manabi,1997-11-13,Calor extremo,52
manabi,1997-11-14,Calor extremo,52
manabi,1997-11-15,Calor extremo,52
manabi,1997-11-16,Calor extremo,52
manabi,1997-11-17,Calor extremo,52
manabi,1997-11-18,Calor extremo,52
manabi,1997-11-19,Calor extremo,52
manabi,1997-11-20,Calor extremo,52
manabi,1997-10-26,Calor extremo,26
manabi,1997-10-27,Calor extremo,26
manabi,1997-10-28,Calor extremo,26
manabi,1997-10-30,Calor extremo,27
manabi,1997-11-01,Calor extremo,28
manabi,1997-11-03,Calor extremo,29
manabi,1997-10-06,Calor extremo,0
manabi,1997-10-07,Calor extremo,0
manabi,1997-11-13,Calor extremo,36
manabi,1997-11-14,Calor extremo,36
manabi,1997-11-15,Calor extremo,36
manabi,1997-11-16,Calor extremo,36
manabi,1997-11-18,Calor extremo,37
manabi,1997-11-19,Calor extremo,37
manabi,1997-11-21,Calor extremo,38
manabi,1997-10-22,Calor extremo,7
manabi,1997-10-29,Calor extremo,13
manabi,1997-10-30,Calor extremo,13
manabi,1997-10-31,Calor extremo,13
manabi,1997-11-01,Calor extremo,13
manabi,1997-11-02,Calor extremo,13
manabi,1997-11-03,Calor extremo,13
manabi,1997-11-04,Calor extremo,13
manabi,1997-11-03,Calor extremo,11
manabi,1997-11-04,Calor extremo,11
manabi,1997-11-05,Calor extremo,11
manabi,1997-11-06,Calor extremo,11
manabi,1997-11-02,Calor extremo,6
manabi,1997-11-03,Calor extremo,6
manabi,1997-11-05,Calor extremo,7
manabi,1997-11-06,Calor extremo,7
manabi,1997-11-10,Calor extremo,10
manabi,1997-11-11,Calor extremo,10
manabi,1997-11-12,Calor extremo,10
manabi,1997-11-21,Calor extremo,18
manabi,1997-11-26,Calor extremo,22
manabi,1997-11-27,Calor extremo,22
manabi,1997-11-28,Calor extremo,22
manabi,1997-11-29,Calor extremo,22
manabi,1997-12-01,Calor extremo,22
manabi,1997-12-02,Calor extremo,22
manabi,1997-12-03,Calor extremo,22
manabi,1997-12-04,Calor extremo,22
manabi,1997-12-04,Calor extremo,21
manabi,1997-12-05,Calor extremo,21
manabi,1997-12-06,Calor extremo,21
manabi,1997-12-02,Calor extremo,16
manabi,1997-12-04,Calor extremo,16
manabi,1997-12-05,Calor extremo,16
manabi,1997-11-24,Calor extremo,4
manabi,1997-11-26,Calor extremo,5
manabi,1997-11-26,Calor extremo,4
manabi,1997-11-29,Calor extremo,4
manabi,1997-11-29,Calor extremo,3
manabi,1997-11-30,Calor extremo,3
manabi,1997-12-01,Calor extremo,3
manabi,1997-12-02,Calor extremo,3
manabi,1998-01-17,Calor extremo,48
manabi,1998-01-18,Calor extremo,48
manabi,1998-01-20,Calor extremo,48
manabi,1998-01-21,Calor extremo,48
manabi,1998-01-22,Calor extremo,48
manabi,1997-12-22,Calor extremo,16
manabi,1997-12-22,Calor extremo,15
manabi,1998-01-25,Calor extremo,48
manabi,1997-12-21,Calor extremo,12
manabi,1997-12-22,Calor extremo,12
manabi,1998-01-30,Calor extremo,47
manabi,1998-01-19,Calor extremo,34
manabi,1998-01-20,Calor extremo,34
manabi,1998-01-23,Calor extremo,34
manabi,1998-01-24,Calor extremo,34
manabi,1998-01-30,Calor extremo,34
manabi,1998-01-31,Calor extremo,34
manabi,1998-02-02,Calor extremo,34
manabi,1998-02-05,Calor extremo,34
manabi,1998-02-06,Calor extremo,34
manabi,1998-01-31,Calor extremo,27
manabi,1998-02-01,Calor extremo,27
manabi,1998-02-20,Calor extremo,43
manabi,1998-02-17,Calor extremo,39
manabi,1998-02-18,Calor extremo,39
manabi,1998-02-06,Calor extremo,26
manabi,1998-02-01,Calor extremo,17
manabi,1998-02-05,Calor extremo,16
manabi,1998-02-05,Calor extremo,15
manabi,1998-02-07,Calor extremo,16
manabi,1998-02-08,Calor extremo,16
manabi,1998-03-25,Calor extremo,60
manabi,1998-02-10,Calor extremo,16
manabi,1998-02-12,Calor extremo,16
manabi,1998-02-13,Calor extremo,16
manabi,1998-02-14,Calor extremo,16
manabi,1998-02-28,Calor extremo,29
manabi,1998-02-16,Calor extremo,16
manabi,1998-03-02,Calor extremo,29
manabi,1998-03-03,Calor extremo,29
manabi,1998-03-04,Calor extremo,29
manabi,1998-03-05,Calor extremo,29
manabi,1998-03-14,Calor extremo,31
manabi,1998-03-16,Calor extremo,32
manabi,1998-04-06,Calor extremo,50
manabi,1998-04-07,Calor extremo,50
manabi,1998-04-08,Calor extremo,50
manabi,1998-03-23,Calor extremo,32
manabi,1998-03-01,Calor extremo,4
manabi,1998-04-02,Calor extremo,35
manabi,1998-03-04,Calor extremo,4
manabi,1998-03-05,Calor extremo,4
manabi,1998-03-06,Calor extremo,4
manabi,1998-03-07,Calor extremo,4
manabi,1998-03-09,Calor extremo,4
manabi,1998-04-07,Calor extremo,20
manabi,1998-04-09,Calor extremo,21
manabi,1998-04-15,Calor extremo,21
manabi,1998-04-10,Calor extremo,10
manabi,1998-04-19,Calor extremo,18
manabi,1998-05-08,Calor extremo,34
manabi,1998-04-14,Calor extremo,9
manabi,1998-06-02,Calor extremo,51
manabi,1998-06-10,Calor extremo,50
manabi,1998-06-11,Calor extremo,50
manabi,1998-06-16,Calor extremo,50
manabi,1998-06-17,Calor extremo,50
manabi,1998-06-17,Calor extremo,43
manabi,1998-06-18,Calor extremo,43
manabi,1998-06-21,Calor extremo,45
manabi,1998-06-21,Calor extremo,44
manabi,1998-06-23,Calor extremo,45
manabi,1998-05-29,Calor extremo,17
manabi,1998-05-30,Calor extremo,17
manabi,1998-06-03,Calor extremo,18
manabi,1998-06-06,Calor extremo,18
manabi,1998-06-07,Calor extremo,18
manabi,1998-06-08,Calor extremo,18
manabi,1998-07-08,Calor extremo,47
manabi,1998-07-10,Calor extremo,48
manabi,1998-06-10,Calor extremo,17
manabi,1998-06-10,Calor extremo,16
manabi,1998-07-18,Calor extremo,51
manabi,1998-06-15,Calor extremo,17
manabi,1998-07-27,Calor extremo,58
manabi,1998-07-17,Calor extremo,47
esmeraldas,1991-08-16,Calor extremo,60
esmeraldas,1991-08-16,Calor extremo,59
esmeraldas,1991-08-22,Calor extremo,52
esmeraldas,1991-08-23,Calor extremo,52
esmeraldas,1991-08-24,Calor extremo,52
esmeraldas,1992-01-10,Calor extremo,52
esmeraldas,1992-01-11,Calor extremo,52
esmeraldas,1992-01-12,Calor extremo,52
esmeraldas,1991-12-31,Calor extremo,32
esmeraldas,1992-02-18,Calor extremo,9
esmeraldas,1992-06-06,Calor extremo,60
esmeraldas,1992-06-07,Calor extremo,60
esmeraldas,1992-06-21,Calor extremo,28
esmeraldas,1992-05-25,Calor extremo,0
esmeraldas,1992-07-18,Calor extremo,28
esmeraldas,1992-07-18,Calor extremo,27
esmeraldas,1993-07-11,Calor extremo,40
esmeraldas,1993-07-12,Calor extremo,40
esmeraldas,1993-07-29,Calor extremo,41
esmeraldas,1993-07-11,Calor extremo,21
esmeraldas,1993-08-01,Calor extremo,41
esmeraldas,1993-08-09,Calor extremo,41
esmeraldas,1994-12-30,Calor extremo,60
esmeraldas,1994-11-18,Calor extremo,2
esmeraldas,1994-11-19,Calor extremo,2
esmeraldas,1994-11-18,Calor extremo,0
esmeraldas,1995-01-12,Calor extremo,54
esmeraldas,1995-01-13,Calor extremo,54
esmeraldas,1994-11-23,Calor extremo,0
esmeraldas,1994-11-25,Calor extremo,1
esmeraldas,1994-11-27,Calor extremo,1
esmeraldas,1994-12-22,Calor extremo,24
esmeraldas,1994-12-23,Calor extremo,24
esmeraldas,1994-12-24,Calor extremo,24
esmeraldas,1994-12-25,Calor extremo,24
esmeraldas,1994-12-26,Calor extremo,24
esmeraldas,1997-06-13,Calor extremo,17
esmeraldas,1997-07-15,Calor extremo,34
esmeraldas,1997-08-07,Calor extremo,45
esmeraldas,1997-07-09,Calor extremo,14
esmeraldas,1997-07-12,Calor extremo,14
esmeraldas,1997-08-16,Calor extremo,45
esmeraldas,1997-09-03,Calor extremo,60
esmeraldas,1997-09-04,Calor extremo,60
esmeraldas,1997-09-04,Calor extremo,59
esmeraldas,1997-09-06,Calor extremo,60
esmeraldas,1997-09-08,Calor extremo,60
esmeraldas,1997-09-09,Calor extremo,60
esmeraldas,1997-09-10,Calor extremo,60
esmeraldas,1997-08-22,Calor extremo,40
esmeraldas,1997-09-12,Calor extremo,60
esmeraldas,1997-08-24,Calor extremo,40
esmeraldas,1997-08-22,Calor extremo,37
esmeraldas,1997-08-29,Calor extremo,43
esmeraldas,1997-09-15,Calor extremo,59
esmeraldas,1997-09-15,Calor extremo,58
esmeraldas,1997-08-29,Calor extremo,40
esmeraldas,1997-08-30,Calor extremo,40
esmeraldas,1997-08-31,Calor extremo,40
esmeraldas,1997-09-19,Calor extremo,58
esmeraldas,1997-09-20,Calor extremo,58
esmeraldas,1997-09-03,Calor extremo,40
esmeraldas,1997-09-04,Calor extremo,40
esmeraldas,1997-09-23,Calor extremo,58
esmeraldas,1997-09-24,Calor extremo,58
esmeraldas,1997-09-25,Calor extremo,58
esmeraldas,1997-08-19,Calor extremo,20
esmeraldas,1997-08-20,Calor extremo,20
esmeraldas,1997-08-22,Calor extremo,21
esmeraldas,1997-08-22,Calor extremo,20
esmeraldas,1997-08-24,Calor extremo,21
esmeraldas,1997-10-01,Calor extremo,58
esmeraldas,1997-09-11,Calor extremo,37
esmeraldas,1997-09-11,Calor extremo,36
esmeraldas,1997-09-14,Calor extremo,38
esmeraldas,1997-09-15,Calor extremo,38
esmeraldas,1997-09-17,Calor extremo,38
esmeraldas,1997-09-19,Calor extremo,39
esmeraldas,1997-09-21,Calor extremo,39
esmeraldas,1997-09-22,Calor extremo,39
esmeraldas,1997-09-28,Calor extremo,44
esmeraldas,1997-10-01,Calor extremo,45
esmeraldas,1997-10-02,Calor extremo,45
esmeraldas,1997-10-04,Calor extremo,46
esmeraldas,1997-10-05,Calor extremo,46
esmeraldas,1997-10-07,Calor extremo,44
esmeraldas,1997-10-08,Calor extremo,44
esmeraldas,1997-10-09,Calor extremo,44
esmeraldas,1997-10-10,Calor extremo,44
esmeraldas,1997-10-26,Calor extremo,59
esmeraldas,1997-10-27,Calor extremo,59
esmeraldas,1997-10-28,Calor extremo,59
esmeraldas,1997-10-28,Calor extremo,58
esmeraldas,1997-10-29,Calor extremo,58
esmeraldas,1997-10-30,Calor extremo,58
esmeraldas,1997-10-31,Calor extremo,58
esmeraldas,1997-11-01,Calor extremo,58
esmeraldas,1997-11-02,Calor extremo,58
esmeraldas,1997-11-03,Calor extremo,58
esmeraldas,1997-11-06,Calor extremo,59
esmeraldas,1997-11-06,Calor extremo,58
esmeraldas,1997-11-07,Calor extremo,58
esmeraldas,1997-11-08,Calor extremo,58
esmeraldas,1997-11-09,Calor extremo,58
esmeraldas,1997-11-09,Calor extremo,57
esmeraldas,1997-11-11,Calor extremo,58
esmeraldas,1997-11-12,Calor extremo,58
esmeraldas,1997-11-11,Calor extremo,56
esmeraldas,1997-11-14,Calor extremo,58
esmeraldas,1997-11-15,Calor extremo,58
esmeraldas,1997-11-14,Calor extremo,56
esmeraldas,1997-11-15,Calor extremo,56
esmeraldas,1997-11-20,Calor extremo,60
esmeraldas,1997-11-21,Calor extremo,60
esmeraldas,1997-11-22,Calor extremo,60
esmeraldas,1997-11-23,Calor extremo,60
esmeraldas,1997-11-24,Calor extremo,60
esmeraldas,1997-11-25,Calor extremo,60
esmeraldas,1997-11-26,Calor extremo,60
esmeraldas,1997-11-27,Calor extremo,60
esmeraldas,1997-11-28,Calor extremo,60
esmeraldas,1997-11-29,Calor extremo,60
esmeraldas,1997-11-30,Calor extremo,60
esmeraldas,1997-12-01,Calor extremo,60
esmeraldas,1997-12-02,Calor extremo,60
esmeraldas,1997-12-03,Calor extremo,60
esmeraldas,1997-11-14,Calor extremo,40
esmeraldas,1997-11-15,Calor extremo,40
esmeraldas,1997-11-16,Calor extremo,40
esmeraldas,1997-11-18,Calor extremo,40
esmeraldas,1997-11-19,Calor extremo,40
esmeraldas,1997-11-20,Calor extremo,40
esmeraldas,1997-11-21,Calor extremo,40
esmeraldas,1997-11-22,Calor extremo,40
esmeraldas,1997-10-19,Calor extremo,5
esmeraldas,1997-10-20,Calor extremo,5
esmeraldas,1997-10-21,Calor extremo,5
esmeraldas,1997-10-22,Calor extremo,5
esmeraldas,1997-10-23,Calor extremo,5
esmeraldas,1997-10-24,Calor extremo,5
esmeraldas,1997-10-27,Calor extremo,5
esmeraldas,1997-10-28,Calor extremo,5
esmeraldas,1997-10-29,Calor extremo,5
esmeraldas,1997-10-30,Calor extremo,5
esmeraldas,1997-10-31,Calor extremo,5
esmeraldas,1997-11-01,Calor extremo,5
esmeraldas,1997-11-02,Calor extremo,5
esmeraldas,1997-11-03,Calor extremo,5
esmeraldas,1997-11-04,Calor extremo,5
esmeraldas,1997-11-05,Calor extremo,5
esmeraldas,1997-11-06,Calor extremo,5
esmeraldas,1997-11-07,Calor extremo,5
esmeraldas,1997-11-11,Calor extremo,7
esmeraldas,1997-11-10,Calor extremo,5
esmeraldas,1997-11-29,Calor extremo,22
esmeraldas,1997-12-01,Calor extremo,22
esmeraldas,1997-11-16,Calor extremo,6
esmeraldas,1997-11-17,Calor extremo,6
esmeraldas,1997-12-11,Calor extremo,22
esmeraldas,1997-12-12,Calor extremo,22
esmeraldas,1997-12-13,Calor extremo,22
esmeraldas,1997-12-14,Calor extremo,22
esmeraldas,1997-12-17,Calor extremo,22
esmeraldas,1997-11-28,Calor extremo,2
esmeraldas,1997-11-29,Calor extremo,2
esmeraldas,1997-12-21,Calor extremo,23
esmeraldas,1997-12-24,Calor extremo,23
esmeraldas,1997-12-26,Calor extremo,23
esmeraldas,1997-12-27,Calor extremo,23
esmeraldas,1997-12-28,Calor extremo,23
esmeraldas,1997-12-28,Calor extremo,22
esmeraldas,1997-12-29,Calor extremo,22
esmeraldas,1997-12-31,Calor extremo,23
esmeraldas,1997-12-31,Calor extremo,22
esmeraldas,1998-01-01,Calor extremo,22
esmeraldas,1998-01-06,Calor extremo,23
esmeraldas,1998-01-08,Calor extremo,23
esmeraldas,1998-01-09,Calor extremo,23
esmeraldas,1998-01-11,Calor extremo,23
esmeraldas,1998-01-12,Calor extremo,23
esmeraldas,1998-01-13,Calor extremo,23
esmeraldas,1998-01-14,Calor extremo,23
esmeraldas,1998-01-10,Calor extremo,18
esmeraldas,1998-01-11,Calor extremo,18
esmeraldas,1998-01-12,Calor extremo,18
esmeraldas,1998-01-13,Calor extremo,18
esmeraldas,1998-01-14,Calor extremo,18
esmeraldas,1998-01-15,Calor extremo,18
esmeraldas,1998-01-16,Calor extremo,18
esmeraldas,1998-01-17,Calor extremo,18
esmeraldas,1998-01-18,Calor extremo,18
esmeraldas,1998-01-19,Calor extremo,18
esmeraldas,1998-01-20,Calor extremo,18
esmeraldas,1998-01-21,Calor extremo,18
esmeraldas,1998-01-22,Calor extremo,18
esmeraldas,1998-02-23,Calor extremo,49
esmeraldas,1998-01-24,Calor extremo,18
esmeraldas,1998-02-25,Calor extremo,49
esmeraldas,1998-02-26,Calor extremo,49
esmeraldas,1998-02-27,Calor extremo,49
esmeraldas,1998-02-28,Calor extremo,49
esmeraldas,1998-03-01,Calor extremo,49
esmeraldas,1998-03-02,Calor extremo,49
esmeraldas,1998-03-03,Calor extremo,49
esmeraldas,1998-03-04,Calor extremo,49
esmeraldas,1998-03-05,Calor extremo,49
esmeraldas,1998-03-06,Calor extremo,49
esmeraldas,1998-03-07,Calor extremo,49
esmeraldas,1998-03-08,Calor extremo,49
esmeraldas,1998-03-09,Calor extremo,49
esmeraldas,1998-03-05,Calor extremo,44
esmeraldas,1998-03-06,Calor extremo,44
esmeraldas,1998-03-07,Calor extremo,44
esmeraldas,1998-03-08,Calor extremo,44
esmeraldas,1998-03-09,Calor extremo,44
esmeraldas,1998-03-10,Calor extremo,44
esmeraldas,1998-03-11,Calor extremo,44
esmeraldas,1998-03-12,Calor extremo,44
esmeraldas,1998-03-13,Calor extremo,44
esmeraldas,1998-03-14,Calor extremo,44
esmeraldas,1998-03-15,Calor extremo,44
esmeraldas,1998-02-18,Calor extremo,18
esmeraldas,1998-02-19,Calor extremo,18
esmeraldas,1998-02-20,Calor extremo,18
esmeraldas,1998-02-21,Calor extremo,18
esmeraldas,1998-02-22,Calor extremo,18
esmeraldas,1998-02-23,Calor extremo,18
esmeraldas,1998-02-24,Calor extremo,18
esmeraldas,1998-02-25,Calor extremo,18
esmeraldas,1998-02-28,Calor extremo,18
esmeraldas,1998-02-11,Calor extremo,0
esmeraldas,1998-02-12,Calor extremo,0
esmeraldas,1998-02-13,Calor extremo,0
esmeraldas,1998-02-15,Calor extremo,0
esmeraldas,1998-02-16,Calor extremo,0
esmeraldas,1998-02-17,Calor extremo,0
esmeraldas,1998-02-18,Calor extremo,0
esmeraldas,1998-02-19,Calor extremo,0
esmeraldas,1998-02-20,Calor extremo,0
esmeraldas,1998-02-21,Calor extremo,0
esmeraldas,1998-02-22,Calor extremo,0
esmeraldas,1998-03-11,Calor extremo,16
esmeraldas,1998-02-24,Calor extremo,0
esmeraldas,1998-02-25,Calor extremo,0
esmeraldas,1998-02-26,Calor extremo,0
esmeraldas,1998-02-27,Calor extremo,0
esmeraldas,1998-02-28,Calor extremo,0
esmeraldas,1998-03-01,Calor extremo,0
esmeraldas,1998-03-02,Calor extremo,0
esmeraldas,1998-03-03,Calor extremo,0
esmeraldas,1998-03-04,Calor extremo,0
esmeraldas,1998-04-18,Calor extremo,44
esmeraldas,1998-04-19,Calor extremo,44
esmeraldas,1998-03-22,Calor extremo,15
esmeraldas,1998-04-21,Calor extremo,44
esmeraldas,1998-04-22,Calor extremo,44
esmeraldas,1998-03-27,Calor extremo,15
esmeraldas,1998-03-29,Calor extremo,16
esmeraldas,1998-04-12,Calor extremo,26
esmeraldas,1998-04-28,Calor extremo,41
esmeraldas,1998-04-29,Calor extremo,41
esmeraldas,1998-04-30,Calor extremo,41
esmeraldas,1998-05-01,Calor extremo,41
esmeraldas,1998-05-02,Calor extremo,41
esmeraldas,1998-05-04,Calor extremo,41
esmeraldas,1998-05-05,Calor extremo,41
esmeraldas,1998-05-25,Calor extremo,60
esmeraldas,1998-05-26,Calor extremo,60
esmeraldas,1998-04-24,Calor extremo,26
esmeraldas,1998-04-25,Calor extremo,26
esmeraldas,1998-04-21,Calor extremo,21
esmeraldas,1998-04-22,Calor extremo,21
esmeraldas,1998-04-23,Calor extremo,21
esmeraldas,1998-04-24,Calor extremo,21
esmeraldas,1998-04-25,Calor extremo,21
esmeraldas,1998-04-26,Calor extremo,21
esmeraldas,1998-04-27,Calor extremo,21
esmeraldas,1998-04-28,Calor extremo,21
esmeraldas,1998-06-05,Calor extremo,54
esmeraldas,1998-05-04,Calor extremo,21
esmeraldas,1998-05-05,Calor extremo,21
esmeraldas,1998-05-06,Calor extremo,21
esmeraldas,1998-05-07,Calor extremo,21
esmeraldas,1998-05-08,Calor extremo,21
esmeraldas,1998-05-09,Calor extremo,21
esmeraldas,1998-05-10,Calor extremo,21
esmeraldas,1998-05-11,Calor extremo,21
esmeraldas,1998-05-12,Calor extremo,21
esmeraldas,1998-06-15,Calor extremo,54
esmeraldas,1998-06-16,Calor extremo,54
esmeraldas,1998-06-13,Calor extremo,48
esmeraldas,1998-06-14,Calor extremo,48
esmeraldas,1998-06-21,Calor extremo,47
esmeraldas,1998-05-27,Calor extremo,21
esmeraldas,1998-05-28,Calor extremo,21
esmeraldas,1998-05-29,Calor extremo,21
esmeraldas,1998-06-25,Calor extremo,47
esmeraldas,1998-06-26,Calor extremo,47
esmeraldas,1998-06-02,Calor extremo,21
esmeraldas,1998-06-03,Calor extremo,21
esmeraldas,1998-06-04,Calor extremo,21
esmeraldas,1998-07-01,Calor extremo,47
esmeraldas,1998-07-02,Calor extremo,47
esmeraldas,1998-07-03,Calor extremo,47
esmeraldas,1998-07-04,Calor extremo,47
esmeraldas,1998-07-05,Calor extremo,47
esmeraldas,1998-07-05,Calor extremo,46
esmeraldas,1998-07-06,Calor extremo,46
esmeraldas,1998-07-07,Calor extremo,46
esmeraldas,1998-07-08,Calor extremo,46
esmeraldas,1998-07-09,Calor extremo,46
esmeraldas,1998-07-11,Calor extremo,47
esmeraldas,1998-07-15,Calor extremo,47
esmeraldas,1998-07-16,Calor extremo,47
canar,1991-07-05,Calor extremo,46
canar,1991-07-30,Calor extremo,57
canar,1991-08-02,Calor extremo,59
canar,1991-08-03,Calor extremo,59
canar,1991-08-04,Calor extremo,59
canar,1991-08-05,Calor extremo,59
canar,1991-08-06,Calor extremo,59
